"symbol","uniprot","ensembl","entrez","name","geneset"
"NSUN6","Q8TEA1","ENSG00000241058",221078,"tRNA (cytosine(72)-C(5))-methyltransferase NSUN6","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"NTHL1","P78549","ENSG00000065057",4913,"Endonuclease III-like protein 1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"NUCB2","P80303","ENSG00000070081",4925,"Nucleobindin-2","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"NUP153","P49790","ENSG00000124789",9972,"Nuclear pore complex protein Nup153","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"PCBP4","P57723","ENSG00000090097",57060,"Poly(rC)-binding protein 4","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"PELO","Q9BRX2","ENSG00000152684",53918,"Protein pelota homolog","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"PES1","O00541","ENSG00000100029",23481,"Pescadillo homolog","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"PMS2","P54278","ENSG00000122512",5395,"Mismatch repair endonuclease PMS2","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"POLB","P06746","ENSG00000070501",5423,"DNA polymerase beta","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"POLD1","P28340","ENSG00000062822",5424,"DNA polymerase delta catalytic subunit","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"POLD4","Q9HCU8","ENSG00000175482",57804,"DNA polymerase delta subunit 4","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"POLE","Q07864","ENSG00000177084",5426,"DNA polymerase epsilon catalytic subunit A","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"POLG","P54098","ENSG00000140521",5428,"DNA polymerase subunit gamma-1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"POLH","Q9Y253","ENSG00000170734",5429,"DNA polymerase eta","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"POLI","Q9UNA4","ENSG00000101751",11201,"DNA polymerase iota","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"POLR2C","P19387","ENSG00000102978",5432,"DNA-directed RNA polymerase II subunit RPB3","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"PRPF31","Q8WWY3","ENSG00000275885",26121,"U4/U6 small nuclear ribonucleoprotein Prp31","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"PRPF8","Q6P2Q9","ENSG00000274442",10594,"Pre-mRNA-processing-splicing factor 8","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"RAD50","Q92878","ENSG00000113522",10111,"DNA repair protein RAD50","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"RAD51","Q06609","ENSG00000051180",5888,"DNA repair protein RAD51 homolog 1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"RAD51C","O43502","ENSG00000108384",5889,"DNA repair protein RAD51 homolog 3","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"RAD52","P43351","ENSG00000002016",5893,"DNA repair protein RAD52 homolog","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"RAD54B","Q9Y620","ENSG00000197275",25788,"DNA repair and recombination protein RAD54B","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"RAD54L","Q92698","ENSG00000085999",8438,"DNA repair and recombination protein RAD54-like","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"RAG2","P55895","ENSG00000175097",5897,"V(D)J recombination-activating protein 2","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"RARS1","P54136","ENSG00000113643",5917,"Arginine--tRNA ligase, cytoplasmic","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"RBM10","P98175","ENSG00000182872",8241,"RNA-binding protein 10","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"APEX2","Q9UBZ4","ENSG00000169188",27301,"DNA-(apurinic or apyrimidinic site) endonuclease 2","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"APTX","Q7Z2E3","ENSG00000137074",54840,"Aprataxin","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"ASF1A","Q9Y294","ENSG00000111875",25842,"Histone chaperone ASF1A","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"ATRX","P46100","ENSG00000085224",546,"Transcriptional regulator ATRX","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"BLM","P54132","ENSG00000197299",641,"Bloom syndrome protein","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"BOLL","Q8N9W6","ENSG00000152430",66037,"Protein boule-like","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"BRD7","Q9NPI1","ENSG00000166164",29117,"Bromodomain-containing protein 7","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"BRD9","Q9H8M2","ENSG00000028310",65980,"Bromodomain-containing protein 9","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"BRIP1","Q9BX63","ENSG00000136492",83990,"Fanconi anemia group J protein","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"NGDN","Q8NEJ9","ENSG00000129460",25983,"Neuroguidin","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"CDC6","Q99741","ENSG00000094804",990,"Cell division control protein 6 homolog","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"CDK2AP1","O14519","ENSG00000111328",8099,"Cyclin-dependent kinase 2-associated protein 1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"CENPA","P49450","ENSG00000115163",1058,"Histone H3-like centromeric protein A","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"CHAF1B","Q13112","ENSG00000159259",8208,"Chromatin assembly factor 1 subunit B","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"CHD1","O14646","ENSG00000153922",1105,"Chromodomain-helicase-DNA-binding protein 1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"CHD2","O14647","ENSG00000173575",1106,"Chromodomain-helicase-DNA-binding protein 2","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"CRY1","Q16526","ENSG00000008405",1407,"Cryptochrome-1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"CRY2","Q49AN0","ENSG00000121671",1408,"Cryptochrome-2","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"SMC3","Q9UQE7","ENSG00000108055",9126,"Structural maintenance of chromosomes protein 3","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"DAZL","Q92904","ENSG00000092345",1618,"Deleted in azoospermia-like","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"DDB1","Q16531","ENSG00000167986",1642,"DNA damage-binding protein 1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"DDX11","Q96FC9","ENSG00000013573",1663,"ATP-dependent DNA helicase DDX11","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"DHX16","O60231","ENSG00000226171",8449,"Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"DKC1","O60832","ENSG00000130826",1736,"H/ACA ribonucleoprotein complex subunit DKC1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"DMC1","Q14565","ENSG00000100206",11144,"Meiotic recombination protein DMC1/LIM15 homolog","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"DMRT1","Q9Y5R6","ENSG00000137090",1761,"Doublesex- and mab-3-related transcription factor 1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"DNMT1","P26358","ENSG00000130816",1786,"DNA (cytosine-5)-methyltransferase 1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"DNMT3B","Q9UBC3","ENSG00000088305",1789,"DNA (cytosine-5)-methyltransferase 3B","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"EIF4G2","P78344","ENSG00000110321",1982,"Eukaryotic translation initiation factor 4 gamma 2","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"ELAVL3","Q14576","ENSG00000196361",1995,"ELAV-like protein 3","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"ELAVL4","P26378","ENSG00000162374",1996,"ELAV-like protein 4","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"ERCC1","P07992","ENSG00000012061",2067,"DNA excision repair protein ERCC-1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"ERCC2","P18074","ENSG00000104884",2068,"General transcription and DNA repair factor IIH helicase subunit XPD","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"ERCC3","P19447","ENSG00000163161",2071,"General transcription and DNA repair factor IIH helicase subunit XPB","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"ERCC4","Q92889","ENSG00000175595",2072,"DNA repair endonuclease XPF","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"ERCC5","P28715","ENSG00000134899",2073,"DNA excision repair protein ERCC-5","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"EWSR1","Q01844","ENSG00000182944",2130,"RNA-binding protein EWS","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"EXO1","Q9UQ84","ENSG00000174371",9156,"Exonuclease 1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"EZH1","Q92800","ENSG00000108799",2145,"Histone-lysine N-methyltransferase EZH1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"FMR1","Q06787","ENSG00000102081",2332,"Synaptic functional regulator FMR1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"SS18","Q15532","ENSG00000141380",6760,"Protein SSXT","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"STAG1","Q8WVM7","ENSG00000118007",10274,"Cohesin subunit SA-1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"STAG2","Q8N3U4","ENSG00000101972",10735,"Cohesin subunit SA-2","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"STAG3","Q9UJ98","ENSG00000066923",10734,"Cohesin subunit SA-3","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"SYCP1","Q15431","ENSG00000198765",6847,"Synaptonemal complex protein 1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"TCF7","P36402","ENSG00000081059",6932,"Transcription factor 7","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"TCF7L2","Q9NQB0","ENSG00000148737",6934,"Transcription factor 7-like 2","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"TDG","Q13569","ENSG00000139372",6996,"G/T mismatch-specific thymine DNA glycosylase","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"TEP1","Q99973","ENSG00000129566",7011,"Telomerase protein component 1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"TERF1","P54274","ENSG00000147601",7013,"Telomeric repeat-binding factor 1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"TIGD2","Q4W5G0","ENSG00000180346",166815,"Tigger transposable element-derived protein 2","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"TMEM62","Q0P6H9","ENSG00000137842",80021,"Transmembrane protein 62","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"TOP1","P11387","ENSG00000198900",7150,"DNA topoisomerase 1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"TOP1MT","Q969P6","ENSG00000184428",116447,"DNA topoisomerase I, mitochondrial","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"TOP2A","P11388","ENSG00000131747",7153,"DNA topoisomerase 2-alpha","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"TOP2B","Q02880","ENSG00000077097",7155,"DNA topoisomerase 2-beta","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"TREX2","Q9BQ50","ENSG00000183479",11219,"Three prime repair exonuclease 2","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"TRMT1","Q9NXH9","ENSG00000104907",55621,"tRNA (guanine(26)-N(2))-dimethyltransferase","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"UNG","P13051","ENSG00000076248",7374,"Uracil-DNA glycosylase","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"WDR33","Q9C0J8","ENSG00000136709",55339,"pre-mRNA 3' end processing protein WDR33","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"WRN","Q14191","ENSG00000165392",7486,"Werner syndrome ATP-dependent helicase","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"XPA","P23025","ENSG00000136936",7507,"DNA repair protein complementing XP-A cells","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"XRCC2","O43543","ENSG00000196584",7516,"DNA repair protein XRCC2","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"XRCC3","O43542","ENSG00000126215",7517,"DNA repair protein XRCC3","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"XRCC5","P13010","ENSG00000079246",7520,"X-ray repair cross-complementing protein 5","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"XRCC6","P12956","ENSG00000196419",2547,"X-ray repair cross-complementing protein 6","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"CNBP","P62633","ENSG00000169714",7555,"Cellular nucleic acid-binding protein","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"ZRANB3","Q5FWF4","ENSG00000121988",84083,"DNA annealing helicase and endonuclease ZRANB3","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"PARP16","Q8N5Y8","ENSG00000138617",54956,"Protein mono-ADP-ribosyltransferase PARP16","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"PARP8","Q8N3A8","ENSG00000151883",79668,"Protein mono-ADP-ribosyltransferase PARP8","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"PARP11","Q9NR21","ENSG00000111224",57097,"Protein mono-ADP-ribosyltransferase PARP11","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"PARP12","Q9H0J9","ENSG00000059378",64761,"Protein mono-ADP-ribosyltransferase PARP12","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"PARP9","Q8IXQ6","ENSG00000138496",83666,"Protein mono-ADP-ribosyltransferase PARP9","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"TIPARP","Q7Z3E1","ENSG00000163659",25976,"Protein mono-ADP-ribosyltransferase TIPARP","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"ZC3HAV1","Q7Z2W4","ENSG00000105939",56829,"Zinc finger CCCH-type antiviral protein 1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"DCLRE1A","Q6PJP8","ENSG00000198924",9937,"DNA cross-link repair 1A protein","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"DCLRE1B","Q9H816","ENSG00000118655",64858,"5' exonuclease Apollo","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"DCLRE1C","Q96SD1","ENSG00000152457",64421,"Protein artemis","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"HCFC1","P51610","ENSG00000172534",3054,"Host cell factor 1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"HDAC11","Q96DB2","ENSG00000163517",79885,"Histone deacetylase 11","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"H4C9","P62805","ENSG00000276180",8294,"Histone H4","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"H2AW","Q7L7L0","ENSG00000284841",92815,"Histone H2A type 3","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"IGHMBP2","P38935","ENSG00000132740",3508,"DNA-binding protein SMUBP-2","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"INCENP","Q9NQS7","ENSG00000149503",3619,"Inner centromere protein","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"INTS6","Q9UL03","ENSG00000102786",26512,"Integrator complex subunit 6","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"KHDRBS1","Q07666","ENSG00000121774",10657,"KH domain-containing, RNA-binding, signal transduction-associated protein 1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"KLHDC3","Q9BQ90","ENSG00000124702",116138,"Kelch domain-containing protein 3","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"LEF1","Q9UJU2","ENSG00000138795",51176,"Lymphoid enhancer-binding factor 1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"LIG1","P18858","ENSG00000105486",3978,"DNA ligase 1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"LIG3","P49916","ENSG00000005156",3980,"DNA ligase 3","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"LIG4","P49917","ENSG00000174405",3981,"DNA ligase 4","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"MBD1","Q9UIS9","ENSG00000141644",4152,"Methyl-CpG-binding domain protein 1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"MCM2","P49736","ENSG00000073111",4171,"DNA replication licensing factor MCM2","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"MCM3","P25205","ENSG00000112118",4172,"DNA replication licensing factor MCM3","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"MCM5","P33992","ENSG00000100297",4174,"DNA replication licensing factor MCM5","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"MCM6","Q14566","ENSG00000076003",4175,"DNA replication licensing factor MCM6","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"RBM7","Q9Y580","ENSG00000076053",10179,"RNA-binding protein 7","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"RCC1","P18754","ENSG00000180198",1104,"Regulator of chromosome condensation","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"RCL1","Q9Y2P8","ENSG00000120158",10171,"RNA 3'-terminal phosphate cyclase-like protein","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"RECQL4","O94761","ENSG00000160957",9401,"ATP-dependent DNA helicase Q4","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
